,puzzle_img_path,position_normalized
0,./pieces/puzzle36464297.png,0.5
0,./pieces/puzzle869643761.png,0.5625
0,./pieces/puzzle889199767.png,0.625
0,./pieces/puzzle273071987.png,0.6875
0,./pieces/puzzle829860821.png,0.75
0,./pieces/puzzle257719008.png,0.8125
0,./pieces/puzzle169829463.png,0.875
0,./pieces/puzzle861048689.png,0.9375
0,./pieces/puzzle616771974.png,1.0
0,./pieces/puzzle323640115.png,0.0204081632653061
0,./pieces/puzzle479582730.png,0.0408163265306122
0,./pieces/puzzle885814558.png,0.0612244897959183
0,./pieces/puzzle392919738.png,0.0816326530612244
0,./pieces/puzzle665522869.png,0.1020408163265306
0,./pieces/puzzle575804055.png,0.1224489795918367
0,./pieces/puzzle567744748.png,0.1428571428571428
0,./pieces/puzzle314738118.png,0.1632653061224489
0,./pieces/puzzle750448702.png,0.1836734693877551
0,./pieces/puzzle893665115.png,0.2040816326530612
0,./pieces/puzzle287153846.png,0.2244897959183673
0,./pieces/puzzle958456001.png,0.2448979591836734
0,./pieces/puzzle975529569.png,0.2653061224489796
0,./pieces/puzzle478808837.png,0.2857142857142857
0,./pieces/puzzle546352442.png,0.3061224489795918
0,./pieces/puzzle560422780.png,0.3265306122448979
0,./pieces/puzzle504146509.png,0.3469387755102041
0,./pieces/puzzle871017154.png,0.3673469387755102
0,./pieces/puzzle808327528.png,0.3877551020408163
0,./pieces/puzzle179750668.png,0.4081632653061224
0,./pieces/puzzle85277803.png,0.4285714285714285
0,./pieces/puzzle148392812.png,0.4489795918367347
0,./pieces/puzzle914393276.png,0.4693877551020408
0,./pieces/puzzle549682334.png,0.4897959183673469
0,./pieces/puzzle466953790.png,0.5102040816326531
0,./pieces/puzzle798009642.png,0.5306122448979592
0,./pieces/puzzle887298027.png,0.5510204081632653
0,./pieces/puzzle736147231.png,0.5714285714285714
0,./pieces/puzzle28110940.png,0.5918367346938775
0,./pieces/puzzle813083173.png,0.6122448979591837
0,./pieces/puzzle412232393.png,0.6326530612244898
0,./pieces/puzzle908796731.png,0.6530612244897959
0,./pieces/puzzle334194942.png,0.673469387755102
0,./pieces/puzzle971820075.png,0.6938775510204082
0,./pieces/puzzle995968779.png,0.7142857142857143
0,./pieces/puzzle983448736.png,0.7346938775510204
0,./pieces/puzzle345359920.png,0.7551020408163265
0,./pieces/puzzle413641174.png,0.7755102040816326
0,./pieces/puzzle424983852.png,0.7959183673469388
0,./pieces/puzzle295985975.png,0.8163265306122449
0,./pieces/puzzle840663484.png,0.8367346938775511
0,./pieces/puzzle766818135.png,0.8571428571428571
0,./pieces/puzzle894344433.png,0.8775510204081632
0,./pieces/puzzle973072742.png,0.8979591836734694
0,./pieces/puzzle147312931.png,0.9183673469387756
0,./pieces/puzzle240161810.png,0.9387755102040816
0,./pieces/puzzle481487179.png,0.9591836734693876
0,./pieces/puzzle788449450.png,0.979591836734694
0,./pieces/puzzle72589680.png,1.0
0,./pieces/puzzle2444361.png,0.0204081632653061
0,./pieces/puzzle730007335.png,0.0408163265306122
0,./pieces/puzzle70902381.png,0.0612244897959183
0,./pieces/puzzle173666725.png,0.0816326530612244
0,./pieces/puzzle704583165.png,0.1020408163265306
0,./pieces/puzzle584481121.png,0.1224489795918367
0,./pieces/puzzle440649705.png,0.1428571428571428
0,./pieces/puzzle366204711.png,0.1632653061224489
0,./pieces/puzzle450259823.png,0.1836734693877551
0,./pieces/puzzle178254680.png,0.2040816326530612
0,./pieces/puzzle930973397.png,0.2244897959183673
0,./pieces/puzzle284006261.png,0.2448979591836734
0,./pieces/puzzle534041702.png,0.2653061224489796
0,./pieces/puzzle393552169.png,0.2857142857142857
0,./pieces/puzzle281597889.png,0.3061224489795918
0,./pieces/puzzle477138898.png,0.3265306122448979
0,./pieces/puzzle222715877.png,0.3469387755102041
0,./pieces/puzzle287651455.png,0.3673469387755102
0,./pieces/puzzle529898042.png,0.3877551020408163
0,./pieces/puzzle893555958.png,0.4081632653061224
0,./pieces/puzzle692553793.png,0.4285714285714285
0,./pieces/puzzle165359839.png,0.4489795918367347
0,./pieces/puzzle221131884.png,0.4693877551020408
0,./pieces/puzzle945012471.png,0.4897959183673469
0,./pieces/puzzle166017810.png,0.5102040816326531
0,./pieces/puzzle803600557.png,0.5306122448979592
0,./pieces/puzzle54098505.png,0.5510204081632653
0,./pieces/puzzle329404289.png,0.5714285714285714
0,./pieces/puzzle884849571.png,0.5918367346938775
0,./pieces/puzzle294806187.png,0.6122448979591837
0,./pieces/puzzle655023764.png,0.6326530612244898
0,./pieces/puzzle251222283.png,0.6530612244897959
0,./pieces/puzzle359500032.png,0.673469387755102
0,./pieces/puzzle776818363.png,0.6938775510204082
0,./pieces/puzzle723611525.png,0.7142857142857143
0,./pieces/puzzle451208437.png,0.7346938775510204
0,./pieces/puzzle951564405.png,0.7551020408163265
0,./pieces/puzzle200151041.png,0.7755102040816326
0,./pieces/puzzle829489567.png,0.7959183673469388
0,./pieces/puzzle557862244.png,0.8163265306122449
0,./pieces/puzzle708353552.png,0.8367346938775511
0,./pieces/puzzle47625608.png,0.8571428571428571
0,./pieces/puzzle868277276.png,0.8775510204081632
0,./pieces/puzzle935567082.png,0.8979591836734694
0,./pieces/puzzle300195817.png,0.9183673469387756
0,./pieces/puzzle186179548.png,0.9387755102040816
0,./pieces/puzzle939912412.png,0.9591836734693876
0,./pieces/puzzle744117304.png,0.979591836734694
0,./pieces/puzzle332598606.png,1.0
0,./pieces/puzzle593782920.png,0.04
0,./pieces/puzzle778591964.png,0.08
0,./pieces/puzzle470484645.png,0.12
0,./pieces/puzzle222049232.png,0.16
0,./pieces/puzzle83812989.png,0.2
0,./pieces/puzzle333918128.png,0.24
0,./pieces/puzzle67528821.png,0.28
0,./pieces/puzzle175667565.png,0.32
0,./pieces/puzzle996539014.png,0.36
0,./pieces/puzzle798265699.png,0.4
0,./pieces/puzzle975997163.png,0.44
0,./pieces/puzzle598628878.png,0.48
0,./pieces/puzzle318563477.png,0.52
0,./pieces/puzzle290361353.png,0.56
0,./pieces/puzzle660968279.png,0.6
0,./pieces/puzzle573056666.png,0.64
0,./pieces/puzzle498807764.png,0.68
0,./pieces/puzzle587835020.png,0.72
0,./pieces/puzzle73781412.png,0.76
0,./pieces/puzzle50935603.png,0.8
0,./pieces/puzzle357221667.png,0.84
0,./pieces/puzzle910961983.png,0.88
0,./pieces/puzzle205029919.png,0.92
0,./pieces/puzzle550248119.png,0.96
0,./pieces/puzzle528402011.png,1.0
0,./pieces/puzzle578940528.png,0.0625
0,./pieces/puzzle331481065.png,0.125
0,./pieces/puzzle978789352.png,0.1875
0,./pieces/puzzle846283906.png,0.25
0,./pieces/puzzle16210965.png,0.3125
0,./pieces/puzzle271395649.png,0.375
0,./pieces/puzzle969806114.png,0.4375
0,./pieces/puzzle299953574.png,0.5
0,./pieces/puzzle121680258.png,0.5625
0,./pieces/puzzle433914266.png,0.625
0,./pieces/puzzle617612305.png,0.6875
0,./pieces/puzzle827876380.png,0.75
0,./pieces/puzzle185820654.png,0.8125
0,./pieces/puzzle799273977.png,0.875
0,./pieces/puzzle769899451.png,0.9375
0,./pieces/puzzle73079760.png,1.0
0,./pieces/puzzle19559270.png,0.0204081632653061
0,./pieces/puzzle423074335.png,0.0408163265306122
0,./pieces/puzzle120347506.png,0.0612244897959183
0,./pieces/puzzle373399045.png,0.0816326530612244
0,./pieces/puzzle406973933.png,0.1020408163265306
0,./pieces/puzzle798814658.png,0.1224489795918367
0,./pieces/puzzle727712978.png,0.1428571428571428
0,./pieces/puzzle861767979.png,0.1632653061224489
0,./pieces/puzzle750280954.png,0.1836734693877551
0,./pieces/puzzle945436221.png,0.2040816326530612
0,./pieces/puzzle731196708.png,0.2244897959183673
0,./pieces/puzzle927781819.png,0.2448979591836734
0,./pieces/puzzle552394522.png,0.2653061224489796
0,./pieces/puzzle372429394.png,0.2857142857142857
0,./pieces/puzzle19578666.png,0.3061224489795918
0,./pieces/puzzle319922562.png,0.3265306122448979
0,./pieces/puzzle972849312.png,0.3469387755102041
0,./pieces/puzzle567001893.png,0.3673469387755102
0,./pieces/puzzle475300992.png,0.3877551020408163
0,./pieces/puzzle555256806.png,0.4081632653061224
0,./pieces/puzzle955341787.png,0.4285714285714285
0,./pieces/puzzle841132253.png,0.4489795918367347
0,./pieces/puzzle336374828.png,0.4693877551020408
0,./pieces/puzzle593464005.png,0.4897959183673469
0,./pieces/puzzle855020173.png,0.5102040816326531
0,./pieces/puzzle390803787.png,0.5306122448979592
0,./pieces/puzzle775023863.png,0.5510204081632653
0,./pieces/puzzle19875634.png,0.5714285714285714
0,./pieces/puzzle605397960.png,0.5918367346938775
0,./pieces/puzzle130505383.png,0.6122448979591837
0,./pieces/puzzle160138073.png,0.6326530612244898
0,./pieces/puzzle497103566.png,0.6530612244897959
0,./pieces/puzzle682496595.png,0.673469387755102
0,./pieces/puzzle321138308.png,0.6938775510204082
0,./pieces/puzzle911417587.png,0.7142857142857143
0,./pieces/puzzle550408003.png,0.7346938775510204
0,./pieces/puzzle787413315.png,0.7551020408163265
0,./pieces/puzzle550426606.png,0.7755102040816326
0,./pieces/puzzle509666069.png,0.7959183673469388
0,./pieces/puzzle656550855.png,0.8163265306122449
0,./pieces/puzzle988257467.png,0.8367346938775511
0,./pieces/puzzle335882572.png,0.8571428571428571
0,./pieces/puzzle322893106.png,0.8775510204081632
0,./pieces/puzzle504120921.png,0.8979591836734694
0,./pieces/puzzle576465439.png,0.9183673469387756
0,./pieces/puzzle226912338.png,0.9387755102040816
0,./pieces/puzzle165213603.png,0.9591836734693876
0,./pieces/puzzle841760472.png,0.979591836734694
0,./pieces/puzzle346678781.png,1.0
0,./pieces/puzzle300600964.png,0.0625
0,./pieces/puzzle764113277.png,0.125
0,./pieces/puzzle517978363.png,0.1875
0,./pieces/puzzle953204164.png,0.25
0,./pieces/puzzle198175562.png,0.3125
0,./pieces/puzzle584684828.png,0.375
0,./pieces/puzzle394431280.png,0.4375
0,./pieces/puzzle279819534.png,0.5
0,./pieces/puzzle62239437.png,0.5625
0,./pieces/puzzle130440750.png,0.625
0,./pieces/puzzle402962426.png,0.6875
0,./pieces/puzzle27784406.png,0.75
0,./pieces/puzzle113649839.png,0.8125
0,./pieces/puzzle871975397.png,0.875
0,./pieces/puzzle355620242.png,0.9375
0,./pieces/puzzle246081110.png,1.0
0,./pieces/puzzle393348247.png,0.015625
0,./pieces/puzzle412301244.png,0.03125
0,./pieces/puzzle954444485.png,0.046875
0,./pieces/puzzle177143530.png,0.0625
0,./pieces/puzzle837689947.png,0.078125
0,./pieces/puzzle386723142.png,0.09375
0,./pieces/puzzle262933123.png,0.109375
0,./pieces/puzzle283571712.png,0.125
0,./pieces/puzzle515739381.png,0.140625
0,./pieces/puzzle660317739.png,0.15625
0,./pieces/puzzle162601788.png,0.171875
0,./pieces/puzzle456143745.png,0.1875
0,./pieces/puzzle511353851.png,0.203125
0,./pieces/puzzle74762076.png,0.21875
0,./pieces/puzzle859837493.png,0.234375
0,./pieces/puzzle400391882.png,0.25
0,./pieces/puzzle622932790.png,0.265625
0,./pieces/puzzle318350069.png,0.28125
0,./pieces/puzzle540240300.png,0.296875
0,./pieces/puzzle193402998.png,0.3125
0,./pieces/puzzle430646232.png,0.328125
0,./pieces/puzzle202121780.png,0.34375
0,./pieces/puzzle42027100.png,0.359375
0,./pieces/puzzle903068996.png,0.375
0,./pieces/puzzle400021175.png,0.390625
0,./pieces/puzzle171279755.png,0.40625
0,./pieces/puzzle841524198.png,0.421875
0,./pieces/puzzle533930854.png,0.4375
0,./pieces/puzzle474911528.png,0.453125
0,./pieces/puzzle974011140.png,0.46875
0,./pieces/puzzle8263732.png,0.484375
0,./pieces/puzzle38819076.png,0.5
0,./pieces/puzzle99127294.png,0.515625
0,./pieces/puzzle349298032.png,0.53125
0,./pieces/puzzle926792912.png,0.546875
0,./pieces/puzzle833302827.png,0.5625
0,./pieces/puzzle234192426.png,0.578125
0,./pieces/puzzle201979251.png,0.59375
0,./pieces/puzzle578280197.png,0.609375
0,./pieces/puzzle197671100.png,0.625
0,./pieces/puzzle167685558.png,0.640625
0,./pieces/puzzle706111410.png,0.65625
0,./pieces/puzzle495367275.png,0.671875
0,./pieces/puzzle64428219.png,0.6875
0,./pieces/puzzle767890895.png,0.703125
0,./pieces/puzzle648611512.png,0.71875
0,./pieces/puzzle995617595.png,0.734375
0,./pieces/puzzle326736589.png,0.75
0,./pieces/puzzle900035512.png,0.765625
0,./pieces/puzzle903270109.png,0.78125
0,./pieces/puzzle103370462.png,0.796875
0,./pieces/puzzle91018856.png,0.8125
0,./pieces/puzzle843991317.png,0.828125
0,./pieces/puzzle182844978.png,0.84375
0,./pieces/puzzle884929634.png,0.859375
0,./pieces/puzzle949440635.png,0.875
0,./pieces/puzzle417262537.png,0.890625
0,./pieces/puzzle995736207.png,0.90625
0,./pieces/puzzle351240701.png,0.921875
0,./pieces/puzzle383822010.png,0.9375
0,./pieces/puzzle395589659.png,0.953125
0,./pieces/puzzle434200848.png,0.96875
0,./pieces/puzzle956378583.png,0.984375
0,./pieces/puzzle454268258.png,1.0
0,./pieces/puzzle287173416.png,0.04
0,./pieces/puzzle377318375.png,0.08
0,./pieces/puzzle158106418.png,0.12
0,./pieces/puzzle687346440.png,0.16
0,./pieces/puzzle690276249.png,0.2
0,./pieces/puzzle897602826.png,0.24
0,./pieces/puzzle746115854.png,0.28
0,./pieces/puzzle29972721.png,0.32
0,./pieces/puzzle462516255.png,0.36
0,./pieces/puzzle926313353.png,0.4
0,./pieces/puzzle834284038.png,0.44
0,./pieces/puzzle242403617.png,0.48
0,./pieces/puzzle463958352.png,0.52
0,./pieces/puzzle10660015.png,0.56
0,./pieces/puzzle254236828.png,0.6
0,./pieces/puzzle727329466.png,0.64
0,./pieces/puzzle146942060.png,0.68
0,./pieces/puzzle956071983.png,0.72
0,./pieces/puzzle622171388.png,0.76
0,./pieces/puzzle915356563.png,0.8
0,./pieces/puzzle605153610.png,0.84
0,./pieces/puzzle832263061.png,0.88
0,./pieces/puzzle683504771.png,0.92
0,./pieces/puzzle570082054.png,0.96
0,./pieces/puzzle89664638.png,1.0
0,./pieces/puzzle643205151.png,0.0625
0,./pieces/puzzle540049812.png,0.125
0,./pieces/puzzle464891877.png,0.1875
0,./pieces/puzzle701526170.png,0.25
0,./pieces/puzzle237479198.png,0.3125
0,./pieces/puzzle127185101.png,0.375
0,./pieces/puzzle847200974.png,0.4375
0,./pieces/puzzle220833487.png,0.5
0,./pieces/puzzle781450747.png,0.5625
0,./pieces/puzzle957218764.png,0.625
0,./pieces/puzzle470735354.png,0.6875
0,./pieces/puzzle758261627.png,0.75
0,./pieces/puzzle64373198.png,0.8125
0,./pieces/puzzle60603206.png,0.875
0,./pieces/puzzle366919682.png,0.9375
0,./pieces/puzzle226357922.png,1.0
0,./pieces/puzzle409033274.png,0.04
0,./pieces/puzzle177390228.png,0.08
0,./pieces/puzzle199423901.png,0.12
0,./pieces/puzzle633454531.png,0.16
0,./pieces/puzzle179701688.png,0.2
0,./pieces/puzzle164771562.png,0.24
0,./pieces/puzzle88908398.png,0.28
0,./pieces/puzzle303420287.png,0.32
0,./pieces/puzzle417215064.png,0.36
0,./pieces/puzzle940076848.png,0.4
0,./pieces/puzzle609498423.png,0.44
0,./pieces/puzzle20043154.png,0.48
0,./pieces/puzzle427464951.png,0.52
0,./pieces/puzzle352265297.png,0.56
0,./pieces/puzzle632191620.png,0.6
0,./pieces/puzzle279173549.png,0.64
0,./pieces/puzzle450609005.png,0.68
0,./pieces/puzzle496156955.png,0.72
0,./pieces/puzzle245819789.png,0.76
0,./pieces/puzzle328958798.png,0.8
0,./pieces/puzzle108847204.png,0.84
0,./pieces/puzzle961990243.png,0.88
0,./pieces/puzzle677936597.png,0.92
0,./pieces/puzzle941759003.png,0.96
0,./pieces/puzzle351436220.png,1.0
0,./pieces/puzzle953096431.png,0.015625
0,./pieces/puzzle85648266.png,0.03125
0,./pieces/puzzle730173974.png,0.046875
0,./pieces/puzzle810295783.png,0.0625
0,./pieces/puzzle784805942.png,0.078125
0,./pieces/puzzle751278909.png,0.09375
0,./pieces/puzzle589256399.png,0.109375
0,./pieces/puzzle113538739.png,0.125
0,./pieces/puzzle623820905.png,0.140625
0,./pieces/puzzle734268335.png,0.15625
0,./pieces/puzzle838642317.png,0.171875
0,./pieces/puzzle530821543.png,0.1875
0,./pieces/puzzle311754555.png,0.203125
0,./pieces/puzzle449799832.png,0.21875
0,./pieces/puzzle981375641.png,0.234375
0,./pieces/puzzle68710197.png,0.25
0,./pieces/puzzle333557136.png,0.265625
0,./pieces/puzzle1833179.png,0.28125
0,./pieces/puzzle55918799.png,0.296875
0,./pieces/puzzle847562626.png,0.3125
0,./pieces/puzzle36450810.png,0.328125
0,./pieces/puzzle943151212.png,0.34375
0,./pieces/puzzle32238706.png,0.359375
0,./pieces/puzzle299484931.png,0.375
0,./pieces/puzzle162683624.png,0.390625
0,./pieces/puzzle17616350.png,0.40625
0,./pieces/puzzle250201222.png,0.421875
0,./pieces/puzzle913301096.png,0.4375
0,./pieces/puzzle352311742.png,0.453125
0,./pieces/puzzle107444922.png,0.46875
0,./pieces/puzzle161028640.png,0.484375
0,./pieces/puzzle167526030.png,0.5
0,./pieces/puzzle680333655.png,0.515625
0,./pieces/puzzle63651907.png,0.53125
0,./pieces/puzzle177433807.png,0.546875
0,./pieces/puzzle74748972.png,0.5625
0,./pieces/puzzle876940218.png,0.578125
0,./pieces/puzzle976891993.png,0.59375
0,./pieces/puzzle712815278.png,0.609375
0,./pieces/puzzle580533159.png,0.625
0,./pieces/puzzle386422552.png,0.640625
0,./pieces/puzzle908298788.png,0.65625
0,./pieces/puzzle55106062.png,0.671875
0,./pieces/puzzle910471579.png,0.6875
0,./pieces/puzzle243456617.png,0.703125
0,./pieces/puzzle738990158.png,0.71875
0,./pieces/puzzle909258974.png,0.734375
0,./pieces/puzzle13534518.png,0.75
0,./pieces/puzzle151562843.png,0.765625
0,./pieces/puzzle824900199.png,0.78125
0,./pieces/puzzle484831888.png,0.796875
0,./pieces/puzzle358862196.png,0.8125
0,./pieces/puzzle896242130.png,0.828125
0,./pieces/puzzle109990636.png,0.84375
0,./pieces/puzzle904854150.png,0.859375
0,./pieces/puzzle685097115.png,0.875
0,./pieces/puzzle102855766.png,0.890625
0,./pieces/puzzle763522497.png,0.90625
0,./pieces/puzzle890600046.png,0.921875
0,./pieces/puzzle404422536.png,0.9375
0,./pieces/puzzle744371150.png,0.953125
0,./pieces/puzzle593267115.png,0.96875
0,./pieces/puzzle579961783.png,0.984375
0,./pieces/puzzle654545121.png,1.0
0,./pieces/puzzle262079635.png,0.015625
0,./pieces/puzzle387212763.png,0.03125
0,./pieces/puzzle749539664.png,0.046875
0,./pieces/puzzle394455726.png,0.0625
0,./pieces/puzzle261037578.png,0.078125
0,./pieces/puzzle57171581.png,0.09375
0,./pieces/puzzle336420800.png,0.109375
0,./pieces/puzzle581841428.png,0.125
0,./pieces/puzzle78919970.png,0.140625
0,./pieces/puzzle402360891.png,0.15625
0,./pieces/puzzle595106825.png,0.171875
0,./pieces/puzzle1704923.png,0.1875
0,./pieces/puzzle623300659.png,0.203125
0,./pieces/puzzle775403822.png,0.21875
0,./pieces/puzzle769762790.png,0.234375
0,./pieces/puzzle979637801.png,0.25
0,./pieces/puzzle467573079.png,0.265625
0,./pieces/puzzle243809963.png,0.28125
0,./pieces/puzzle890453524.png,0.296875
0,./pieces/puzzle145731280.png,0.3125
0,./pieces/puzzle366889558.png,0.328125
0,./pieces/puzzle194865565.png,0.34375
0,./pieces/puzzle754150439.png,0.359375
0,./pieces/puzzle508632735.png,0.375
0,./pieces/puzzle88741095.png,0.390625
0,./pieces/puzzle907043296.png,0.40625
0,./pieces/puzzle683398601.png,0.421875
0,./pieces/puzzle644086041.png,0.4375
0,./pieces/puzzle537878783.png,0.453125
0,./pieces/puzzle314383755.png,0.46875
0,./pieces/puzzle268020915.png,0.484375
0,./pieces/puzzle805130987.png,0.5
0,./pieces/puzzle984310496.png,0.515625
0,./pieces/puzzle650160454.png,0.53125
0,./pieces/puzzle970001848.png,0.546875
0,./pieces/puzzle633623890.png,0.5625
0,./pieces/puzzle354645864.png,0.578125
0,./pieces/puzzle454420732.png,0.59375
0,./pieces/puzzle204556366.png,0.609375
0,./pieces/puzzle637991263.png,0.625
0,./pieces/puzzle814464034.png,0.640625
0,./pieces/puzzle816711152.png,0.65625
0,./pieces/puzzle45355679.png,0.671875
0,./pieces/puzzle670570296.png,0.6875
0,./pieces/puzzle974600555.png,0.703125
0,./pieces/puzzle45262378.png,0.71875
